원단구분,용도,혼용율,구성원사/번수,밀도,조직,후가공,상품명,단위면적당 무게,두께,경사 스트레치 강도,위사 스트레치 강도,바이어스 스트레치 강도
KNIT,Top,"POLYESTER(FT 30%) MVS[74.89%], T/C(65/35) MVS[25.11%]",P(FT 30%) MVS 30'S/1[74.89%]+T/C(65/35) MVS 30'S/1[25.11%],,,,TN-953,24.646,0.81,"[['20', '0.093'], ['40', '0.574'], ['57.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.086'], ['60', '0.157'], ['80', '0.246'], ['100', '0.334'], ['120', '0.44'], ['140', '0.546'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.017'], ['40', '0.058'], ['60', '0.139'], ['80', '0.28'], ['100', '0.551'], ['120', '1.141'], ['137', '2.04'], ['0', '0']]"
KNIT,Outer,"T/A(70/30) MVS[51.56%], POLYESTER(FT 30%) MVS[38.48%], POLYESTER[9.96%]",T/A(70/30) MVS 30'S/1[51.56%]+P(FT 30%) MVS 16'S/1[38.48%]+P50D/36F/1 DTY[9.96%],,,,TN-615,26.162,0.95,"[['20', '0.085'], ['40', '0.376'], ['60', '1.07'], ['79', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.05'], ['60', '0.078'], ['80', '0.113'], ['100', '0.164'], ['120', '0.269'], ['140', '0.62'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.092'], ['60', '0.222'], ['80', '0.583'], ['100', '1.589'], ['104.5', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,"R/T(50/50) (O-TYPE 50%) MVS[94.74%], BSY[5.26%]",R/T(50/50) (O-TYPE 50%) MVS 40'S/1[94.74%]+BSY20D[5.26%],,,,TN-546,17.071,0.49,"[['20', '0.023'], ['40', '0.083'], ['60', '0.205'], ['80', '0.442'], ['100', '0.947'], ['120', '1.803'], ['125', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.034'], ['60', '0.064'], ['80', '0.1'], ['100', '0.134'], ['120', '0.173'], ['140', '0.208'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.035'], ['60', '0.079'], ['80', '0.158'], ['100', '0.308'], ['120', '0.567'], ['140', '0.965'], ['0', '0']]"
KNIT,Top,R/T 40/1 (50/50) (O-TYPE 50%) MVS + PE 40/1 MVS + R/T 26/1 (50/50) (O-TYPE 50%) MVS,,,,,TN-853,24.747,0.82,"[['20', '0.06'], ['40', '0.211'], ['60', '0.486'], ['80', '1.086'], ['100', '1.951'], ['101.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.037'], ['40', '0.119'], ['60', '0.231'], ['80', '0.367'], ['100', '0.605'], ['120', '1.001'], ['140', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.126'], ['60', '0.37'], ['80', '1.065'], ['93', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,R/T(50/50) (O-TYPE 50%) MVS[100%] ,R/T(50/50) (O-TYPE 50%) MVS 26'S/1[100%] ,,,,TN-906,22.98,0.8,"[['20', '0.038'], ['40', '0.152'], ['60', '0.428'], ['80', '1.004'], ['195.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.039'], ['60', '0.082'], ['80', '0.14'], ['100', '0.221'], ['120', '0.332'], ['140', '0.484'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.022'], ['40', '0.079'], ['60', '0.18'], ['80', '0.351'], ['100', '0.644'], ['120', '1.062'], ['139', '2.04'], ['0', '0']]"
KNIT,Top,"R/T(50/50) (O-TYPE 50%) MVS[73.13%], CM[26.87%]",R/T 40/1 (50/50) (O-TYPE 50%) MVS [73.13%]+CM 30/1 [26.87%],,,,TN-850,23.99,0.77,"[['20', '0.052'], ['40', '0.175'], ['60', '0.458'], ['80', '1.005'], ['100', '1.756'], ['105', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.035'], ['40', '0.097'], ['60', '0.177'], ['80', '0.252'], ['100', '0.34'], ['120', '0.463'], ['140', '0.619'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.117'], ['60', '0.27'], ['80', '0.579'], ['100', '1.116'], ['116.5', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,"R/T(50/50) (O-TYPE 50%) MVS[73.13%], CM[26.87%]","R/T(50/50) (O-TYPE 50%) MVS 40'S/1[73.13%], CM30'S/1[26.87%]",,,,TN-851,24.293,0.86,"[['20', '0.044'], ['40', '0.146'], ['60', '0.36'], ['80', '0.779'], ['100', '1.502'], ['115', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.031'], ['40', '0.087'], ['60', '0.158'], ['80', '0.246'], ['100', '0.352'], ['120', '0.475'], ['140', '0.66'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.052'], ['40', '0.17'], ['60', '0.408'], ['80', '0.85'], ['100', '1.828'], ['103', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"CM[46.42%], TC(65/35) (O-TYPE 65%) MVS[43.77%], ISCRA[9.81%]",CM10'S/1[46.42%]+TC(65/35) (O-TYPE 65%) MVS 30'S/1[43.77%]+ISCRA50D/24F/1[9.81%],,,,TN-394,24.646,1.11,"[['20', '0.041'], ['40', '0.115'], ['60', '0.237'], ['80', '0.46'], ['100', '0.938'], ['120', '1.887'], ['122.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.045'], ['60', '0.076'], ['80', '0.11'], ['100', '0.156'], ['120', '0.231'], ['140', '0.388'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.008'], ['40', '0.027'], ['60', '0.062'], ['80', '0.111'], ['100', '0.192'], ['120', '0.327'], ['140', '0.564'], ['0', '0']]"
KNIT,Top,C/W(90/10)[100%] ,C/W30'S/1(90/10)[100%] ,,,,TN-534,16.111,0.49,"[['20', '0.093'], ['40', '0.282'], ['60', '0.653'], ['80', '1.303'], ['92', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.041'], ['40', '0.105'], ['60', '0.183'], ['80', '0.27'], ['100', '0.368'], ['120', '0.481'], ['140', '0.627'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.073'], ['60', '0.147'], ['80', '0.264'], ['100', '0.443'], ['120', '0.755'], ['140', '1.394'], ['157', '2.04']]"
KNIT,Outer,"T/W(90/10)[63.1%], CM[36.9%]",T/W30'S/1(90/10)[63.1%]+CM10'S/1[36.9%],,,,TN-820,32.323,1.03,"[['20', '0.066'], ['40', '0.213'], ['60', '0.55'], ['80', '1.317'], ['91.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.067'], ['40', '0.13'], ['60', '0.303'], ['80', '0.716'], ['99.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.039'], ['40', '0.111'], ['60', '0.245'], ['80', '0.547'], ['100', '1.479'], ['106.5', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"CM[43.7%], T/W(90/10)[40.64%], ISCRA-S[15.66%]",CM10'S/1[43.7%]+T/W30'S/1(90/10)[40.64%]+ISCRA-S75D/24F/1[15.66%],,,,TN-310,31.212,1.18,"[['20', '0.058'], ['40', '0.138'], ['60', '0.246'], ['80', '0.369'], ['100', '0.529'], ['120', '0.761'], ['140', '1.243'], ['159', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.017'], ['40', '0.045'], ['60', '0.089'], ['80', '0.144'], ['100', '0.217'], ['120', '0.312'], ['140', '0.432'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.015'], ['40', '0.041'], ['60', '0.079'], ['80', '0.132'], ['100', '0.207'], ['120', '0.302'], ['140', '0.431'], ['0', '0']]"
KNIT,Outer,"C/W(90/10) MVS[49.74%], TC(65/35)[35.56%], POLYESTER[14.7%]",C/W(90/10) MVS 30'S/1[49.74%]+TC(65/35) 16'S/1[35.56%]+P75D/36F/1 DTY[14.7%],,,,TN-722,27.576,1.04,"[['20', '0.055'], ['40', '0.145'], ['60', '0.291'], ['80', '0.533'], ['100', '0.927'], ['120', '1.709'], ['125', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.028'], ['40', '0.067'], ['60', '0.102'], ['80', '0.138'], ['100', '0.185'], ['120', '0.242'], ['140', '0.337'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.045'], ['40', '0.14'], ['60', '0.338'], ['80', '0.823'], ['100', '1.691'], ['106', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,"RAYON SIRO[46.47%], A/R(60/40) SIRO[46.47%], BSY[7.06%]",R SIRO 40'S/1[46.47%]+A/R(60/40) SIRO 40'S/1[46.47%]+BSY30D[7.06%],,,,TN-1113A,20.404,0.58,"[['20', '0.02'], ['40', '0.048'], ['60', '0.084'], ['80', '0.133'], ['100', '0.202'], ['120', '0.316'], ['0', '0.52'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.013'], ['40', '0.033'], ['60', '0.059'], ['80', '0.087'], ['100', '0.126'], ['120', '0.171'], ['140', '0.228'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.011'], ['40', '0.027'], ['60', '0.046'], ['80', '0.072'], ['100', '0.106'], ['120', '0.151'], ['140', '0.216'], ['0', '0']]"
KNIT,Outer,CVC 40/1 (60/40) + DTY 65D/144F/1 HSC[14.3%] + CM 20/1,,,,,TN-679,24.697,1.15,"[['20', '0.041'], ['40', '0.205'], ['60', '0.516'], ['80', '1.126'], ['96', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.054'], ['60', '0.087'], ['80', '0.12'], ['100', '0.164'], ['120', '0.216'], ['140', '0.287'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.017'], ['40', '0.052'], ['60', '0.126'], ['80', '0.32'], ['100', '0.871'], ['119', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"CVC(60/40)[45%], VPEPVA[40.5%], ISCRA[14.5%]",CVC(60/40)10'S/1[45%]+VPEPVA30'S/1[40.5%]+ISCRA-S75D/24F[14.5%],,,,TN-117_n,32.222,1.15,"[['20', '0.056'], ['40', '0.134'], ['60', '0.24'], ['80', '0.373'], ['100', '0.554'], ['120', '0.87'], ['140', '0.503'], ['151.5', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.067'], ['60', '0.096'], ['80', '0.117'], ['100', '0.136'], ['120', '0.158'], ['140', '0.19'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.022'], ['40', '0.052'], ['60', '0.096'], ['80', '0.161'], ['100', '0.251'], ['120', '0.375'], ['140', '0.562'], ['0', '0']]"
KNIT,Outer,"CM[44.95%], CM[41.26%], ISCRA-S[13.79%]",CM10'S/1[44.95%]+CM30'S/1[41.26%]+ISCRA-S75D/24F[13.79%],,,,TN-439,37.374,1.7,"[['20', '0.08'], ['40', '0.191'], ['60', '0.351'], ['80', '0.572'], ['100', '0.901'], ['120', '1.474'], ['135', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.069'], ['60', '0.105'], ['80', '0.134'], ['100', '0.157'], ['120', '0.178'], ['140', '0.203'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.03'], ['40', '0.064'], ['60', '0.113'], ['80', '0.18'], ['100', '0.267'], ['120', '0.375'], ['140', '0.524'], ['0', '0']]"
KNIT,Outer,"CVC(50/50) (AIR FIT 10%) MVS[77.16%], CM[22.84%]",CVC(50/50) (AIR FIT 10%) MVS 30'S/1[77.16%]+CM20'S/1[22.84%],,,,TN-289,25.354,0.98,"[['20', '0.062'], ['40', '0.2'], ['60', '0.484'], ['80', '1.003'], ['99.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.076'], ['60', '0.135'], ['80', '0.218'], ['100', '0.351'], ['120', '0.623'], ['140', '1.574'], ['143', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.05'], ['60', '0.106'], ['80', '0.204'], ['100', '0.39'], ['120', '0.816'], ['140', '1.635'], ['146.5', '2.04']]"
KNIT,Top,"POLYESTER/CUPRA(AIR FIT 20%, CUPRA 24%) MVS[100%] ","P/CUPRA(AIR FIT 20%, CUPRA 24%) MVS 30'S/1[100%] ",,,,TN-690,22.02,0.65,"[['20', '0.057'], ['40', '0.2'], ['60', '0.518'], ['80', '1.119'], ['92', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.016'], ['40', '0.044'], ['60', '0.078'], ['80', '0.111'], ['100', '0.143'], ['120', '0.172'], ['140', '0.203'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.015'], ['40', '0.045'], ['60', '0.093'], ['80', '0.161'], ['100', '0.24'], ['120', '0.363'], ['140', '0.562'], ['0', '0']]"
KNIT,Top,"CVC(50/50) (AIR FIT 10%) MVS[71.71%], POLYESTER[28.29%]",CVC(50/50) (AIR FIT 10%) MVS 30'S/1[71.71%]+P75D/36F/1 DTY[28.29%],,,,TN-11,21.01,0.59,"[['20', '0.097'], ['40', '0.26'], ['60', '0.575'], ['80', '1.035'], ['100', '1.848'], ['104.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.055'], ['40', '0.147'], ['60', '0.255'], ['80', '0.409'], ['100', '0.576'], ['120', '0.872'], ['140', '1.326'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.044'], ['40', '0.13'], ['60', '0.302'], ['80', '0.615'], ['100', '1.304'], ['113.5', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,T/C(65/35) (AIR FIT 10%) MVS[100%] ,T/C(65/35) (AIR FIT 10%) MVS 30'S/1[100%] ,,,,TN-21,18.232,0.7,"[['20', '0.072'], ['40', '0.27'], ['60', '0.722'], ['80', '1.544'], ['91.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.045'], ['40', '0.134'], ['60', '0.274'], ['80', '0.521'], ['100', '0.917'], ['120', '1.616'], ['130', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.063'], ['40', '0.212'], ['60', '0.559'], ['80', '1.224'], ['94', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,CVC(50/50) (AIR FIT 10%) MVS/POLYESTER(48.50%) (402 T/M)[100%] ,CVC(50/50) (AIR FIT 10%) MVS 30'S/1 / P(48.50%) 30'S/1(402 T/M)[100%] ,,,,TN-116,18.384,0.62,"[['20', '0.034'], ['40', '0.127'], ['60', '0.378'], ['80', '1.138'], ['92.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.011'], ['40', '0.026'], ['60', '0.044'], ['80', '0.061'], ['100', '0.079'], ['120', '0.1'], ['140', '0.123'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.013'], ['40', '0.04'], ['60', '0.093'], ['80', '0.204'], ['100', '0.441'], ['120', '1.053'], ['135', '2.04'], ['0', '0']]"
KNIT,Top,T/C(65/35) (AIR FIT 10%) MVS[100%] ,T/C(65/35) (AIR FIT 10%) MVS 30'S/1[100%] ,,,,TN-229_y,14.444,0.53,"[['20', '0.084'], ['40', '0.28'], ['60', '0.901'], ['78', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.036'], ['40', '0.093'], ['60', '0.169'], ['80', '0.252'], ['100', '0.343'], ['120', '0.455'], ['140', '0.594'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.025'], ['40', '0.076'], ['60', '0.16'], ['80', '0.337'], ['100', '0.68'], ['120', '1.375'], ['131.5', '2.04'], ['0', '0']]"
KNIT,Top,CVC(50/50) (AIR FIT 10%) MVS[100%] ,CVC(50/50) (AIR FIT 10%) MVS 30'S/1[100%] ,,,,TN-231,13.485,0.52,"[['20', '0.065'], ['40', '0.204'], ['60', '0.574'], ['80', '1.318'], ['95', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.023'], ['40', '0.056'], ['60', '0.093'], ['80', '0.13'], ['100', '0.171'], ['120', '0.221'], ['140', '0.287'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.06'], ['60', '0.121'], ['80', '0.239'], ['100', '0.446'], ['120', '0.908'], ['140', '1.617'], ['145.5', '2.04']]"
KNIT,Top,VPEPVA(85/15)[100%] ,VPEPVA(85/15) 30'S/1[100%] ,,,,TN-64,13.434,0.44,"[['20', '0.033'], ['40', '0.101'], ['60', '0.264'], ['80', '0.639'], ['100', '1.487'], ['112', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.023'], ['40', '0.07'], ['60', '0.119'], ['80', '0.18'], ['100', '0.263'], ['120', '0.379'], ['140', '0.578'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.04'], ['60', '0.092'], ['80', '0.204'], ['100', '0.418'], ['120', '1.02'], ['136', '2.04'], ['0', '0']]"
KNIT,Top,VPEPVA(85/20)[100%] ,VPEPVA(85/20) 30'S/1[100%] ,,,,TN-211,12.02,0.41,"[['20', '0.047'], ['40', '0.156'], ['60', '0.402'], ['80', '1.01'], ['99.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.033'], ['60', '0.057'], ['80', '0.083'], ['100', '0.117'], ['120', '0.15'], ['140', '0.196'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.039'], ['60', '0.093'], ['80', '0.207'], ['100', '0.511'], ['120', '1.482'], ['128', '2.04'], ['0', '0']]"
KNIT,Top,T/C(65/35) (LM FIT 5%) HUVIS[100%] ,T/C(65/35) (LM FIT 5%) HUVIS 30'S/1[100%] ,,,,TN-140,16.313,0.53,"[['20', '0.368'], ['40', '0.959'], ['60', '1.903'], ['62', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.166'], ['40', '0.383'], ['60', '0.643'], ['80', '0.974'], ['100', '1.269'], ['120', '1.612'], ['139.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.131'], ['40', '0.365'], ['60', '0.75'], ['80', '1.458'], ['94.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,CVC(50/50) (LM FIT 5%) HUVIS[100%] ,CVC(50/50) (LM FIT 5%) HUVIS 30'S/1[100%] ,,,,TN-145,15.859,0.53,"[['20', '0.354'], ['40', '1.003'], ['60', '1.871'], ['63', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.154'], ['40', '0.363'], ['60', '0.633'], ['80', '0.903'], ['100', '1.264'], ['120', '1.634'], ['131.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.13'], ['40', '0.364'], ['60', '0.705'], ['80', '1.18'], ['100', '1.927'], ['103', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,POLYESTER(LM FIT 5%)[100%] ,P30'S/1(LM FIT 5%)[100%] ,,,,TN-071,15.556,0.44,"[['20', '0.347'], ['40', '1.005'], ['53', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.126'], ['40', '0.367'], ['60', '0.603'], ['80', '0.778'], ['100', '1.027'], ['120', '1.363'], ['140', '1.77'], ['154.5', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.07'], ['40', '0.221'], ['60', '0.471'], ['80', '0.978'], ['99', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,VISCOSE RAYON(HIGH STRENGTH)[100%] ,R30'S/1(HIGH STRENGTH)[100%] ,,,,TN-716,14.545,0.47,"[['20', '0.034'], ['40', '0.133'], ['60', '0.386'], ['80', '1.101'], ['93', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.06'], ['60', '0.133'], ['80', '0.246'], ['100', '0.414'], ['120', '0.654'], ['140', '1.084'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.017'], ['40', '0.064'], ['60', '0.195'], ['80', '0.617'], ['100', '1.654'], ['103', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,T/R(65/35) (HIGH STRENGTH)[100%] ,T/R(65/35)30'S/1 (HIGH STRENGTH)[100%] ,,,,TN-718,14.141,0.45,"[['20', '0.044'], ['40', '0.211'], ['60', '0.905'], ['75', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.013'], ['40', '0.034'], ['60', '0.063'], ['80', '0.088'], ['100', '0.122'], ['120', '0.164'], ['140', '0.222'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.011'], ['40', '0.036'], ['60', '0.084'], ['80', '0.202'], ['100', '0.512'], ['120', '1.467'], ['127', '2.04'], ['0', '0']]"
KNIT,Top,POLYESTER[100%] ,P30'S/1 SLUB[100%] ,,,,TN-60,14.596,0.48,"[['20', '0.062'], ['40', '0.193'], ['60', '0.552'], ['80', '1.634'], ['85', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.056'], ['40', '0.148'], ['60', '0.312'], ['80', '0.539'], ['100', '0.912'], ['120', '1.507'], ['137.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.103'], ['60', '0.258'], ['80', '0.644'], ['100', '1.734'], ['105.5', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,POLYESTER[100%] ,P30'S/1 FD SLUB[100%] ,,,,TN-61,13.232,0.46,"[['20', '0.025'], ['40', '0.072'], ['60', '0.181'], ['80', '0.51'], ['100', '1.309'], ['113', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.017'], ['40', '0.043'], ['60', '0.075'], ['80', '0.109'], ['100', '0.156'], ['120', '0.225'], ['140', '0.328'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.075'], ['60', '0.234'], ['80', '0.879'], ['91.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,MICRO POLYESTER[100%] ,MICRO P40'S/1 FD SLUB[100%] ,,,,TN-001,11.667,0.43,"[['20', '0.013'], ['40', '0.04'], ['60', '0.09'], ['80', '0.212'], ['100', '0.533'], ['120', '1.346'], ['128', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.026'], ['40', '0.075'], ['60', '0.13'], ['80', '0.21'], ['100', '0.354'], ['120', '0.652'], ['140', '1.248'], ['157', '2.04'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.138'], ['60', '0.514'], ['79.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"TTK[57.5%], POLYESTER[42.5%]",TTK85D/72F SD[57.5%]+P75D/72F DTY[42.5%],,,,TN-206,16.869,0.57,"[['20', '0.072'], ['40', '0.23'], ['60', '0.586'], ['80', '1.371'], ['90', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.037'], ['40', '0.109'], ['60', '0.184'], ['80', '0.267'], ['100', '0.347'], ['120', '0.46'], ['140', '0.656'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.086'], ['60', '0.197'], ['80', '0.416'], ['100', '1.033'], ['114.5', '2.04'], ['0', '0'], ['0', '0']]"
KNIT,Top,"POLYESTER[38.52%], T/C/R(50/37/13)[34.55%], POLYESTER[26.93%] ",P10'S/1[38.52%]+T/C/R30'S/1(50/37/13)[34.55%]+P30'S/1[26.93%],,,,TN-283,33.737,1,"[['20', '0.042'], ['40', '0.116'], ['60', '0.214'], ['80', '0.386'], ['100', '1.122'], ['108.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.095'], ['40', '0.497'], ['60', '1.406'], ['68', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.115'], ['60', '0.352'], ['80', '0.882'], ['95', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,C/T/R(55/34/11)[100%] ,C/T/R30'S/1(55/34/11)[100%] ,,,,TN-241,13.939,0.55,"[['20', '0.059'], ['40', '0.18'], ['60', '0.431'], ['80', '1.006'], ['100', '1.947'], ['101.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.021'], ['40', '0.053'], ['60', '0.087'], ['80', '0.122'], ['100', '0.155'], ['120', '0.196'], ['140', '0.244'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.018'], ['40', '0.048'], ['60', '0.11'], ['80', '0.214'], ['100', '0.404'], ['120', '0.858'], ['140', '1.618'], ['146', '2.04']]"
KNIT,Outer,"CVC(60/40)[38.4%], C/T/R(55/34/11)[33.8%], CM[27.8%]",CVC10'S/1(60/40)[38.4%]+C/T/R30'S/1(55/34/11)[33.8%]+CM30'S/1[27.8%],,,,TN-284,34.444,1.26,"[['20', '0.096'], ['40', '0.306'], ['60', '0.758'], ['80', '1.547'], ['87.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.046'], ['40', '0.108'], ['60', '0.187'], ['80', '0.287'], ['100', '0.448'], ['120', '0.824'], ['138.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.027'], ['40', '0.078'], ['60', '0.154'], ['80', '0.285'], ['100', '0.503'], ['120', '0.95'], ['140', '1.819'], ['142.5', '2.04']]"
KNIT,Top,"CM(TRANSDRY)[50%], CM[50%]",CM40'S/2(402T/M)(TRANSDRY)[50%]+CM40'S/2(402T/M)[50%],,,,TN-706,22.222,0.85,"[['20', '0.095'], ['40', '0.272'], ['60', '0.578'], ['80', '1.004'], ['100', '1.864'], ['103', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.136'], ['40', '0.353'], ['60', '0.722'], ['80', '1.268'], ['100', '1.964'], ['101.5', '2.04'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.134'], ['40', '0.382'], ['60', '0.947'], ['80', '0.987'], ['82', '2.04'], ['0', '0'], ['0', '0'], ['0', '0']]"
