원단구분,용도,혼용율,구성원사/번수,밀도,조직,후가공,상품명,단위면적당 무게,두께,경사 스트레치 강도,위사 스트레치 강도,바이어스 스트레치 강도
WOVEN,Top,CUPRA 100%,,,,,SJ-732,9.343,0.21,"[['5', '0.614'], ['10', '1.762'], ['11', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.364'], ['9.5', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['10', '0.013'], ['15', '0.051'], ['20', '0.123'], ['30', '0.729'], ['35', '2.05'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,,,,PLAIN,CREPE ,CJ-510,14.848,0.41,"[['5', '0.068'], ['10', '0.134'], ['15', '0.4'], ['20', '0.864'], ['29', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.078'], ['10', '0.71'], ['19', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0'], ['10', '0.002'], ['15', '0.004'], ['20', '0.014'], ['30', '0.053'], ['40', '0.143'], ['50', '0.354'], ['0', '0']]"
WOVEN,Top,"MODAL 70%, POLYESTER 30%",MICRO MO40'S*P75D,160*96,1/2 TWILL WITH STRETCH,SANFORIZING FINISH,BPTS-PN12094,14.848,0.41,"[['5', '0.043'], ['10', '0.086'], ['15', '0.15'], ['20', '0.227'], ['30', '0.48'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.28'], ['10', '1.5'], ['17', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.024'], ['30', '0.063'], ['40', '0.143'], ['50', '0.32'], ['60', '0.71'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,VISCOSE RAYON 100%,,,,,V5767,13.99,0.28,"[['5', '0.12'], ['10', '0.294'], ['15', '0.52'], ['20', '0.85'], ['28', '2.051'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.08'], ['10', '0.414'], ['15', '1.23'], ['18', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.006'], ['10', '0.016'], ['15', '0.035'], ['20', '0.073'], ['30', '0.213'], ['40', '0.54'], ['50', '1.57'], ['0', '0']]"
WOVEN,Top,,,,,,TB-2901-1,14.141,0.36,"[['5', '0.023'], ['10', '0.082'], ['15', '0.16'], ['20', '0.28'], ['30', '0.696'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.147'], ['10', '0.55'], ['15', '1.4'], ['20', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.007'], ['30', '0.023'], ['40', '0.061'], ['50', '0.152'], ['60', '0.34'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,POLYESTER 100%,,,,,HN 2704 W/S,12.222,0.33,"[['5', '0.023'], ['10', '0.082'], ['15', '0.27'], ['20', '0.72'], ['29', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.039'], ['10', '0.21'], ['15', '0.8'], ['20', '2'], ['21', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.004'], ['30', '0.032'], ['40', '0.136'], ['50', '0.462'], ['60', '1.24'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"ACETATE 76%, POLYESTER 24%",,,,,TD 0172,15.657,0.47,"[['5', '0.038'], ['10', '0.098'], ['15', '0.17'], ['20', '0.253'], ['30', '0.53'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.123'], ['10', '0.45'], ['15', '1'], ['20', '1.61'], ['23', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.016'], ['30', '0.052'], ['40', '0.13'], ['50', '0.26'], ['60', '0.48'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,POLYESTER 100%,,,,"UV BLOCKING COOL FEELING, QUICK ABSORPTION & FAST DRYING",NOBLE 1048 DS PRINT 2,19.949,0.48,"[['5', '0.006'], ['10', '0.022'], ['15', '0.062'], ['20', '0.119'], ['30', '0.357'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.042'], ['10', '0.218'], ['15', '0.54'], ['20', '11.55'], ['25', '19.95'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.005'], ['10', '0.025'], ['15', '0.067'], ['20', '0.132'], ['30', '0.368'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"ACETATE 71%, POLYESTER 29%",,,,4PLY CREPE ,578077,21.01,0.6,"[['5', '0.046'], ['10', '0.112'], ['15', '0.223'], ['20', '0.34'], ['30', '0.62'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.034'], ['10', '0.1'], ['15', '0.177'], ['20', '0.302'], ['30', '0.726'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.009'], ['30', '0.028'], ['40', '0.068'], ['50', '0.132'], ['60', '0.225'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"ACETATE 65%, POLYESTER 35%",,,,,TD0243,20.101,0.56,"[['5', '0.058'], ['10', '0.13'], ['15', '0.24'], ['20', '0.373'], ['30', '0.756'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.088'], ['10', '0.363'], ['15', '0.83'], ['20', '1.5'], ['24', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.006'], ['30', '0.023'], ['40', '0.065'], ['50', '0.14'], ['60', '0.27'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"ACETATE 79%, POLYESTER 21%",,,,,578033,22.323,0.59,"[['5', '0.041'], ['10', '0.098'], ['15', '0.195'], ['20', '0.315'], ['30', '0.72'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.041'], ['10', '0.104'], ['15', '0.21'], ['20', '0.365'], ['30', '1.27'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.019'], ['30', '0.056'], ['40', '0.127'], ['50', '0.229'], ['60', '0.41'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,POLYESTER 100%,,,,,TMK5500,24.444,0.64,"[['5', '0.003'], ['10', '0.006'], ['15', '0.013'], ['20', '0.026'], ['30', '0.053'], ['50', '0.1'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.01'], ['10', '0.043'], ['15', '0.086'], ['20', '0.143'], ['30', '0.4'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.006'], ['10', '0.021'], ['15', '0.047'], ['20', '0.071'], ['30', '0.13'], ['40', '0.204'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"MODAL 80%, SILK 20%",,,,,150310-2,5.758,0.21,"[['5', '0.901'], ['9', '2.056'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.562'], ['10', '1.35'], ['15', '2.012'], ['11', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.002'], ['30', '0.013'], ['40', '0.041'], ['50', '0.123'], ['60', '0.351'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"COTTON 62%, POLYESTER 38%",,,,,DSS-07,7.576,0.37,"[['5', '0.074'], ['10', '0.365'], ['15', '1.2'], ['20', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '1.4'], ['6', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.006'], ['10', '0.009'], ['15', '0.015'], ['20', '0.023'], ['30', '0.05'], ['40', '0.123'], ['50', '0.3'], ['0', '0']]"
WOVEN,Top,"WOOL 94%, SILK 6%",,,,,160302,12.929,0.51,"[['5', '0.056'], ['10', '0.182'], ['15', '0.481'], ['20', '1.053'], ['25', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.2'], ['10', '1.32'], ['12', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.01'], ['30', '0.024'], ['40', '0.053'], ['50', '0.11'], ['60', '0.26'], ['0', '0'], ['0', '0'], ['0', '0']]"
WOVEN,Top,"ACETATE 78%, POLYESTER 22%",,,,,D0770,28.737,0.65,"[['5', '0.03'], ['10', '0.07'], ['15', '0.127'], ['20', '0.202'], ['30', '0.463'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.059'], ['10', '0.173'], ['15', '0.43'], ['20', '0.95'], ['29', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.006'], ['10', '0.014'], ['15', '0.025'], ['20', '0.04'], ['30', '0.092'], ['40', '0.172'], ['50', '0.306'], ['0', '0']]"
WOVEN,Top,"ACETATE 76%, POLYESTER 24%",,,,,577390,23.737,0.56,"[['5', '0.06'], ['10', '0.147'], ['15', '0.275'], ['20', '0.44'], ['30', '0.807'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.156'], ['10', '0.92'], ['15', '1.638'], ['17', '20.2'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['5', '0.002'], ['10', '0.006'], ['15', '0.016'], ['20', '0.03'], ['30', '0.084'], ['40', '0.163'], ['50', '0.347'], ['0', '0']]"
KNIT,Top,"POLYESTER 65%, RAYON 35%",,,,"SOLID REACTIVE DYE, SPRAY WASHING",DN-J03568-SR02,12.071,0.45,"[['20', '0.005'], ['40', '0.016'], ['60', '0.031'], ['80', '0.05'], ['100', '0.073'], ['120', '0.097'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.008'], ['40', '0.031'], ['60', '0.07'], ['80', '0.132'], ['100', '0.243'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.011'], ['40', '0.047'], ['60', '0.151'], ['80', '0.48'], ['100', '1.8'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"POLYESTER 51%, COTTON 49%",,,,"SOLID DISPERSE DYE, TENTERING",DN-J03551-SD01,17.879,0.63,"[['20', '0.023'], ['40', '0.06'], ['60', '0.103'], ['80', '0.15'], ['100', '0.197'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.052'], ['40', '0.128'], ['60', '0.28'], ['80', '0.58'], ['100', '1.16'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.023'], ['40', '0.062'], ['60', '0.132'], ['80', '0.252'], ['100', '0.448'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"MODAL 50%, POLYESTER 45%, LINEN 5%",,,,,TEX-6001,14.444,0.5,"[['20', '0.008'], ['40', '0.035'], ['60', '0.063'], ['80', '0.087'], ['100', '0.113'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.085'], ['60', '0.2'], ['80', '0.381'], ['100', '0.726'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.014'], ['40', '0.037'], ['60', '0.076'], ['80', '0.12'], ['100', '0.212'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"COTTON 60%, CLY 40%",,,,,TF-23400A,18.03,0.61,"[['20', '0.041'], ['40', '0.091'], ['60', '0.16'], ['80', '0.238'], ['100', '0.316'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.138'], ['40', '0.441'], ['60', '1.15'], ['80', '1.96'], ['83', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.033'], ['40', '0.086'], ['60', '0.187'], ['80', '0.337'], ['100', '0.61'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"RAYON 67%. ACRYL 29%, POLYURETHANE 4%",,,,"SOLID REACTIVE DYE, SETTING + TENTERING + COMPACT",DN-J53500-SR32,15.152,0.61,"[['20', '0.026'], ['40', '0.06'], ['60', '0.097'], ['80', '0.141'], ['100', '0.18'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.065'], ['40', '0.192'], ['60', '0.456'], ['80', '0.923'], ['100', '1.81'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.023'], ['40', '0.058'], ['60', '0.116'], ['80', '0.196'], ['100', '0.323'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"POLYESTER 62%, RAYON 34%, POLYURETHANE 4%",,,,"SOLID DISPERSE DYE, SETTING + TENTERING ",DP-J52015-SD30,18.788,0.56,"[['20', '0.023'], ['40', '0.067'], ['60', '0.12'], ['80', '0.186'], ['100', '0.26'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.115'], ['60', '0.24'], ['80', '0.45'], ['100', '0.78'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.017'], ['40', '0.051'], ['60', '0.126'], ['80', '0.28'], ['100', '0.64'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"ACRYL 58%, RAYON 38%, POLYURETHANE 4%",,,,"SOLID REACTIVE DYE, SETTING + TENTERING + COMPACT",DN-J51192-SR32,15.051,0.61,"[['20', '0.026'], ['40', '0.064'], ['60', '0.112'], ['80', '0.163'], ['100', '0.223'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.082'], ['40', '0.241'], ['60', '0.54'], ['80', '1.032'], ['100', '1.75'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.036'], ['40', '0.104'], ['60', '0.212'], ['80', '0.4'], ['100', '0.78'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"RAYON 55%, POLYESTER 45%",,,,"SOLID DISPERSE DYE, TENTERING",DN-J03841-SD01,14.747,0.49,"[['20', '0.012'], ['40', '0.036'], ['60', '0.063'], ['80', '0.093'], ['100', '0.126'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.024'], ['40', '0.085'], ['60', '0.23'], ['80', '0.58'], ['100', '1.63'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.033'], ['60', '0.071'], ['80', '0.138'], ['100', '0.28'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"POLYESTER 53%, COTTON 38%, RAYON 6%, POLYURETHANE 3%",,,,"SOLID DISPERSE DYE, SETTING + TENTERING ",DN-T50122-SD30,22.98,0.99,"[['20', '0.011'], ['40', '0.022'], ['60', '0.033'], ['80', '0.046'], ['100', '0.063'], ['120', '0.082'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.021'], ['40', '0.048'], ['60', '0.097'], ['80', '0.18'], ['100', '0.313'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.013'], ['40', '0.026'], ['60', '0.044'], ['80', '0.076'], ['100', '0.113'], ['120', '0.16'], ['0', '0'], ['0', '0']]"
KNIT,Top,"RAYON 58%, POLYURETHANE 42%",,,,"SOLID DISPERSE DYE, TENTERING",DP-J02010-SD01,16.061,0.46,"[['20', '0.012'], ['40', '0.046'], ['60', '0.092'], ['80', '0.144'], ['100', '0.21'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.017'], ['40', '0.062'], ['60', '0.144'], ['80', '0.32'], ['100', '0.7'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.038'], ['60', '0.086'], ['80', '0.185'], ['100', '0.392'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Outer,"COTTON 58%, POLYESTER 38%, POLYURETHANE 4%",,,,"SOLID DISPERSE DYE, SETTING + TENTERING ",DN-T50020-SD30,19.697,0.96,"[['20', '0.013'], ['40', '0.024'], ['60', '0.039'], ['80', '0.056'], ['100', '0.078'], ['120', '0.107'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.024'], ['40', '0.064'], ['60', '0.142'], ['80', '0.28'], ['100', '0.53'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.025'], ['60', '0.043'], ['80', '0.068'], ['100', '0.1'], ['120', '0.15'], ['0', '0'], ['0', '0']]"
KNIT,Top,"COTTON 64%, POLYESTER 36%",,,RIB,,J18-0933,16.869,0.84,"[['20', '0.003'], ['40', '0.007'], ['60', '0.011'], ['80', '0.017'], ['100', '0.023'], ['120', '0.03'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.034'], ['40', '0.113'], ['60', '0.264'], ['80', '0.512'], ['100', '1.023'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.004'], ['40', '0.01'], ['60', '0.016'], ['80', '0.024'], ['100', '0.034'], ['120', '0.046'], ['0', '0'], ['0', '0']]"
KNIT,Top,"RAYON 55%, POLYESTER 45%",,,,"SOLID REACTIVE DYE, TENTERING",DN-J03590-SR01,17.172,0.71,"[['20', '0.008'], ['40', '0.027'], ['60', '0.045'], ['80', '0.066'], ['100', '0.087'], ['120', '0.112'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.011'], ['40', '0.031'], ['60', '0.054'], ['80', '0.087'], ['100', '0.136'], ['120', '0.212'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.004'], ['40', '0.014'], ['60', '0.031'], ['80', '0.067'], ['100', '0.128'], ['120', '0.252'], ['0', '0'], ['0', '0']]"
KNIT,Top,"POLYESTER 40%, LINEN 36%, VISCOSE RAYON 24%",,,JERSEY,,JY-C-3382-7L,17.525,0.55,"[['20', '0.02'], ['40', '0.055'], ['60', '0.088'], ['80', '0.12'], ['100', '0.153'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.07'], ['40', '0.4'], ['60', '1.1'], ['77', '2.054'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.052'], ['40', '0.156'], ['60', '0.32'], ['80', '0.56'], ['100', '1'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"POLYESTER 73%, RAYON 23%, POLYURETHANE 4%",,,,,SST-S1981,23.687,0.64,"[['20', '0.012'], ['40', '0.03'], ['60', '0.053'], ['80', '0.085'], ['100', '0.128'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.075'], ['60', '0.202'], ['80', '0.467'], ['100', '10.9'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.01'], ['40', '0.027'], ['60', '0.055'], ['80', '0.102'], ['100', '0.172'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Active,"RAYON 58%, POLYESTER 42%",,,,"SOLID REACTIVE DYE, TENTERING",DN-J03570-SR01,17.273,0.5,"[['20', '0.019'], ['40', '0.065'], ['60', '0.133'], ['80', '0.25'], ['100', '0.42'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.005'], ['40', '0.014'], ['60', '0.027'], ['80', '0.044'], ['100', '0.065'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.006'], ['40', '0.014'], ['60', '0.027'], ['80', '0.045'], ['100', '0.07'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"VISCOSE RAYON 55%, POLYESTER 45%",,,,,PH-2089,13.889,0.66,"[['20', '0.009'], ['40', '0.022'], ['60', '0.033'], ['80', '0.043'], ['100', '0.055'], ['120', '0.063'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.063'], ['40', '0.255'], ['60', '0.97'], ['80', '1.95'], ['84', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.007'], ['40', '0.021'], ['60', '0.045'], ['80', '0.087'], ['100', '0.18'], ['120', '0.34'], ['0', '0'], ['0', '0']]"
KNIT,Top,COTTON 100%,,,,,SST-S1202,14.545,0.55,"[['20', '0.048'], ['40', '0.111'], ['60', '0.192'], ['80', '0.281'], ['100', '0.4'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.076'], ['40', '0.193'], ['60', '0.384'], ['80', '0.68'], ['100', '1.09'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.032'], ['40', '0.073'], ['60', '0.14'], ['80', '0.251'], ['100', '0.414'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,COTTON 100%,,,,,TEX-6060,23.384,0.81,"[['20', '0.059'], ['40', '0.126'], ['60', '0.212'], ['80', '0.315'], ['100', '0.44'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.131'], ['40', '0.335'], ['60', '0.705'], ['80', '1.256'], ['100', '19.81'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.085'], ['40', '0.223'], ['60', '0.48'], ['80', '0.99'], ['100', '1.81'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,,CM34'S,,JERSEY,,JY-C-1619,12.626,0.49,"[['20', '0.054'], ['40', '0.131'], ['60', '0.233'], ['80', '0.335'], ['100', '0.46'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.06'], ['40', '0.17'], ['60', '0.333'], ['80', '0.6'], ['100', '1.068'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.023'], ['40', '0.054'], ['60', '0.095'], ['80', '0.152'], ['100', '0.248'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"RAYON 76%, POLYESTER 12%, NYLON 12%",,,,"SOLID DISPERSE DYE, TENTERING + COMPACT ",DN-J01150-SD04,16.313,0.49,"[['20', '0.009'], ['40', '0.05'], ['60', '0.125'], ['80', '0.193'], ['100', '0.26'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.02'], ['40', '0.158'], ['60', '0.454'], ['80', '0.86'], ['100', '1.47'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.029'], ['40', '0.115'], ['60', '0.245'], ['80', '0.439'], ['100', '0.8'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"RAYON 69%, POLYESTER 31%",,,,"SOLID DISPERSE DYE, TENTERING + COMPACT ",DN-J03488-SD04,12.424,0.49,"[['20', '0.009'], ['40', '0.033'], ['60', '0.059'], ['80', '0.082'], ['100', '0.106'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.031'], ['40', '0.095'], ['60', '0.213'], ['80', '0.46'], ['100', '1.13'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.008'], ['40', '0.028'], ['60', '0.063'], ['80', '0.18'], ['100', '0.21'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"COTTON 60%, MODAL 40%",,,,,SST-S652-2,13.838,0.51,"[['20', '0.013'], ['40', '0.026'], ['60', '0.044'], ['80', '0.064'], ['100', '0.085'], ['120', '0.113'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.028'], ['40', '0.08'], ['60', '0.174'], ['80', '0.33'], ['100', '0.641'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.01'], ['40', '0.022'], ['60', '0.038'], ['80', '0.06'], ['100', '0.097'], ['120', '0.146'], ['0', '0'], ['0', '0']]"
KNIT,Top,"COTTON 50%, POLYESTER 40%, LINEN 10%",,,,"SOLID DISPERSE DYE, TENTERING",DP-J02011-SD01,16.768,0.51,"[['20', '0.004'], ['40', '0.011'], ['60', '0.019'], ['80', '0.028'], ['100', '0.039'], ['120', '0.052'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.007'], ['40', '0.018'], ['60', '0.033'], ['80', '0.058'], ['100', '0.09'], ['120', '0.15'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.004'], ['40', '0.01'], ['60', '0.019'], ['80', '0.03'], ['100', '0.05'], ['120', '0.08'], ['0', '0'], ['0', '0']]"
KNIT,Top,"VISCOSE RAYON 70%, CLY 30%",,,,,PH-1030,17.02,0.42,"[['20', '0.016'], ['40', '0.069'], ['60', '0.131'], ['80', '0.19'], ['100', '0.265'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.065'], ['40', '0.28'], ['60', '0.69'], ['80', '1.57'], ['88', '2.05'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.024'], ['40', '0.1'], ['60', '0.23'], ['80', '0.55'], ['100', '1.43'], ['0', '0'], ['0', '0'], ['0', '0']]"
KNIT,Top,"MODAL 57%, POLYESTER 43%",,,,,J18-0915,16.919,0.54,"[['20', '0.018'], ['40', '0.066'], ['60', '0.134'], ['80', '0.205'], ['100', '0.3'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.031'], ['40', '0.08'], ['60', '0.15'], ['80', '0.236'], ['100', '0.391'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0'], ['0', '0']]","[['20', '0.012'], ['40', '0.033'], ['60', '0.067'], ['80', '0.123'], ['100', '0.223'], ['0', '0'], ['0', '0'], ['0', '0']]"
